00GE               20131205                                                                                   
0601GEA0N       20140101003825005000010000 0000000000003251   
0601GEA0N       20140101003835005000010000 0000000000003253   
0601GEA0N       20140101003845005000010000 0000000000003255   
0601GEA0N       20140101003855005000010000 0000000000003258   
0601GEA0N       20140101003865005000010000 0000000000003260   
0601GEA0N       20140101003875005000010000 0000000000003261   
0601GEA0N       20140101003885005000010000 0000000000003264   
0601GEA0N       20140101003895005000010000 0000000000003266   
0601GEA0N       20140101003905005000010000 0000000000003267   
0601GEA0N       20140101003915005000010000 0000000000003270   
0601GEA0N       20140101003925005000010000 0000000000003272   
0601GEA0N       20140101003935005000010000 0000000000003273   
0601GEA0N       20140101003945005000010000 0000000000003275   
0601GEA0N       20140101003955005000010000 0000000000003278   
0601GEA0N       20140101003965005000010000 0000000000003279   
0601GEA0N       20140101003975005000010000 0000000000003281   
0601GEA0N       20140101003985005000010000 0000000000003283   
0601GEA0N       20140101003995005000010000 0000000000003285   
0601GEA0N       20140101004005005000010000 0000000000003287   
0601GEA0N       20140101004015005000010000 0000000000003289   
0601GEA0N       20140101004025005000010000 0000000000003291   
0601GEA0N       20140101004035005000010000 0000000000003293   
0601GEA0N       20140101004045005000010000 0000000000003295   
0601GEA0N       20140101004055005000010000 0000000000003296   
0601GEA0N       20140101004065005000010000 0000000000003298   
0601GEA0N       20140101004075005000010000 0000000000003300   
0601GEA0N       20140101004085005000010000 0000000000003302   
0601GEA0N       20140101004095005000010000 0000000000003304   
0601GEA0N       20140101004105005000010000 0000000000003306   
0601GEA0N       20140101004115005000010000 0000000000003307   
0601GEA0N       20140101004125005000010000 0000000000003309   
0601GEA0N       20140101004135005000010000 0000000000003311   
0601GEA0N       20140101004145005000010000 0000000000003313   
0601GEA0N       20140101004155005000010000 0000000000003314   
0601GEA0N       20140101004165005000010000 0000000000003316   
0601GEA0N       20140101004175005000010000 0000000000003318   
0601GEA0N       20140101004185005000010000 0000000000003320   
0601GEA0N       20140101004195005000010000 0000000000003321   
0601GEA0N       20140101004205005000010000 0000000000003323   
0601GEA0N       20140101004215005000010000 0000000000003325   
0601GEA0N       20140101004225005000010000 0000000000003326   
0601GEA0N       20140101004235005000010000 0000000000003328   
0601GEA0N       20140101004245005000010000 0000000000003330   
0601GEA0N       20140101004255005000010000 0000000000003331   
0601GEA0N       20140101004265005000010000 0000000000003333   
0601GEA0N       20140101004275005000010000 0000000000003335   
0601GEA0N       20140101004285005000010000 0000000000003336   
0601GEA0N       20140101004295005000010000 0000000000003338   
0601GEA0N       20140101004305005000010000 0000000000003340   
0601GEA0N       20140101004315005000010000 0000000000003341   
0601GEA0N       20140101004325005000010000 0000000000003343   
0601GEA0N       20140101004335005000010000 0000000000003345   
0601GEA0N       20140101004345005000010000 0000000000003346   
0601GEA0N       20140101004355005000010000 0000000000003348   
0601GEA0N       20140101004365005000010000 0000000000003349   
0601GEA0N       20140101004375005000010000 0000000000003351   
0601GEA0N       20140101004385005000010000 0000000000003353   
0601GEA0N       20140101004395005000010000 0000000000003354   
0601GEA0N       20140101004405005000010000 0000000000003356   
0601GEA0N       20140101004415005000010000 0000000000003357   
0601GEA0N       20140101004425005000010000 0000000000003359   
0601GEA0N       20140101004435005000010000 0000000000003360   
0601GEA0N       20140101004445005000010000 0000000000003362   
0601GEA0N       20140101004455005000010000 0000000000003364   
0601GEA0N       20140101004465005000010000 0000000000003365   
0601GEA0N       20140101004475005000010000 0000000000003367   
0601GEA0N       20140101004485005000010000 0000000000003368   
0601GEA0N       20140101004495005000010000 0000000000003369   
0601GEA0N       20140101004505005000010000 0000000000003371   
0601GEA0N       20140101004515005000010000 0000000000003373   
0601GEA0N       20140101004525005000010000 0000000000003374   
0601GEA0N       20140101004535005000010000 0000000000003375   
0601GEA0N       20140101004545005000010000 0000000000003377   
0601GEA0N       20140101004555005000010000 0000000000003378   
0601GEA0N       20140101004565005000010000 0000000000003380   
0601GEA0N       20140101004575005000010000 0000000000003381   
0601GEA0N       20140101004585005000010000 0000000000003383   
0601GEA0N       20140101004595005000010000 0000000000003384   
0601GEA0N       20140101004605005000010000 0000000000003386   
0601GEA0N       20140101004615005000010000 0000000000003387   
0601GEA0N       20140101004625005000010000 0000000000003389   
0601GEA0N       20140101004635005000010000 0000000000003390   
0601GEA0N       20140101004645005000010000 0000000000003391   
0601GEA0N       20140101004655005000010000 0000000000003393   
0601GEA0N       20140101004665005000010000 0000000000003394   
0601GEA0N       20140101004675005000010000 0000000000003395   
0601GEA0N       20140101004685005000010000 0000000000003397   
0601GEA0N       20140101004695005000010000 0000000000003398   
0601GEA0N       20140101004705005000010000 0000000000003400   
0601GEA0N       20140101004715005000010000 0000000000003401   
0601GEA0N       20140101004725005000010000 0000000000003402   
0601GEA0N       20140101004735005000010000 0000000000003404   
0601GEA0N       20140101004745005000010000 0000000000003405   
0601GEA0N       20140101004755005000010000 0000000000003406   
0601GEA0N       20140101004765005000010000 0000000000003408   
0601GEA0N       20140101004775005000010000 0000000000003409   
0601GEA0N       20140101004785005000010000 0000000000003410   
0601GEA0N       20140101004795005000010000 0000000000003412   
0601GEA0N       20140101004805005000010000 0000000000003413   
0601GEA0N       20140101004815005000010000 0000000000003414   
0601GEA0N       20140101004825005000010000 0000000000003416   
0601GEA0N       20140101004835005000020000 0000000000003418   
0601GEA0N       20140101004855005000020000 0000000000003420   
0601GEA0N       20140101004875005000020000 0000000000003423   
0601GEA0N       20140101004895005000020000 0000000000003425   
0601GEA0N       20140101004915005000020000 0000000000003428   
0601GEA0N       20140101004935005000020000 0000000000003430   
0601GEA0N       20140101004955005000020000 0000000000003433   
0601GEA0N       20140101004975005000020000 0000000000003435   
0601GEA0N       20140101004995005000020000 0000000000003438   
0601GEA0N       20140101005015005000020000 0000000000003440   
0601GEA0N       20140101005035005000020000 0000000000003442   
0601GEA0N       20140101005055005000020000 0000000000003445   
0601GEA0N       20140101005075005000020000 0000000000003447   
0601GEA0N       20140101005095005000020000 0000000000003450   
0601GEA0N       20140101005115005000020000 0000000000003452   
0601GEA0N       20140101005135005000020000 0000000000003454   
0601GEA0N       20140101005155005000020000 0000000000003456   
0601GEA0N       20140101005175005000020000 0000000000003459   
0601GEA0N       20140101005195005000020000 0000000000003461   
0601GEA0N       20140101005215005000020000 0000000000003463   
0601GEA0N       20140101005235005000020000 0000000000003465   
0601GEA0N       20140101005255005000020000 0000000000003468   
0601GEA0N       20140101005275005000020000 0000000000003470   
0601GEA0N       20140101005295005000020000 0000000000003472   
0601GEA0N       20140101005315005000020000 0000000000003474   
0601GEA0N       20140101005335005000020000 0000000000003476   
0601GEA0N       20140101005355005000020000 0000000000003478   
0601GEA0N       20140101005375005000020000 0000000000003480   
0601GEA0N       20140101005395005000020000 0000000000003483   
0601GEA0N       20140101005415005000020000 0000000000003485   
0601GEA0N       20140101005435005000020000 0000000000003487   
0601GEA0N       20140101005455005000020000 0000000000003489   
0601GEA0N       20140101005475005000020000 0000000000003491   
0601GEA0N       20140101005495005000020000 0000000000003493   
0601GEA0N       20140101005515005000020000 0000000000003495   
0601GEA0N       20140101005535005000020000 0000000000003497   
0601GEA0N       20140101005555005000020000 0000000000003499   
0601GEA0N       20140101005575005000020000 0000000000003501   
0601GEA0N       20140101005595005000020000 0000000000003503   
0601GEA0N       20140101005615005000020000 0000000000003505   
0601GEA0N       20140101005635005000020000 0000000000003506   
0601GEA0N       20140101005655005000020000 0000000000003508   
0601GEA0N       20140101005675005000020000 0000000000003510   
0601GEA0N       20140101005695005000020000 0000000000003512   
0601GEA0N       20140101005715005000020000 0000000000003514   
0601GEA0N       20140101005735005000020000 0000000000003516   
0601GEA0N       20140101005755005000020000 0000000000003518   
0601GEA0N       20140101005775005000020000 0000000000003520   
0601GEA0N       20140101005795005000020000 0000000000003521   
0601GEA0N       20140101005815005000020000 0000000000003523   
0601GEA0N       20140101005835005000020000 0000000000003525   
0601GEA0N       20140101005855005000020000 0000000000003527   
0601GEA0N       20140101005875005000020000 0000000000003529   
0601GEA0N       20140101005895005000020000 0000000000003531   
0601GEA0N       20140101005915005000020000 0000000000003533   
0601GEA0N       20140101005935005000020000 0000000000003535   
0601GEA0N       20140101005955005000020000 0000000000003537   
0601GEA0N       20140101005975005000020000 0000000000003539   
0601GEA0N       20140101005995005000020000 0000000000003541   
0601GEA0N       20140101006015005000020000 0000000000003543   
0601GEA0N       20140101006035005000020000 0000000000003545   
0601GEA0N       20140101006055005000020000 0000000000003546   
0601GEA0N       20140101006075005000020000 0000000000003548   
0601GEA0N       20140101006095005000020000 0000000000003550   
0601GEA0N       20140101006115005000020000 0000000000003552   
0601GEA0N       20140101006135005000020000 0000000000003554   
